,stationName,day,season,result,hour
4625,24,3,1,2,15
4626,24,3,2,2,15
4627,24,3,3,2,15
4628,24,3,0,2,16
4629,24,3,1,2,16
4630,24,3,2,2,16
4631,24,3,3,2,16
4632,24,3,0,2,17
4633,24,3,1,2,17
4634,24,3,2,2,17
4635,24,3,3,2,17
4636,24,3,0,2,18
4637,24,3,1,2,18
4638,24,3,2,2,18
4639,24,3,3,2,18
4640,24,3,0,2,19
4641,24,3,1,2,19
4642,24,3,2,2,19
4643,24,3,3,2,19
4644,24,3,0,1,20
4645,24,3,1,2,20
4646,24,3,2,2,20
4647,24,3,3,2,20
4648,24,3,0,1,21
4649,24,3,1,1,21
4650,24,3,2,2,21
4651,24,3,3,1,21
4652,24,3,0,1,22
4653,24,3,1,1,22
4654,24,3,2,1,22
4655,24,3,3,1,22
4656,24,3,0,0,23
4657,24,3,1,0,23
4658,24,3,2,1,23
4659,24,3,3,1,23
4660,24,3,0,0,5
4661,24,3,1,0,5
4662,24,3,2,0,5
4663,24,3,3,0,5
4664,24,3,0,0,6
4665,24,3,1,0,6
4666,24,3,2,0,6
4667,24,3,3,0,6
4668,24,3,0,1,7
4669,24,3,1,1,7
4670,24,3,2,1,7
4671,24,3,3,1,7
4672,24,3,0,1,8
4673,24,3,1,2,8
4674,24,3,2,2,8
4675,24,3,3,2,8
4676,24,3,0,2,9
4677,24,3,1,2,9
4678,24,3,2,2,9
4679,24,3,3,2,9
4680,24,3,0,1,10
4681,24,3,1,1,10
4682,24,3,2,2,10
4683,24,3,3,2,10
4684,24,3,0,1,11
4685,24,3,1,1,11
4686,24,3,2,2,11
4687,24,3,3,1,11
4688,24,3,0,1,12
4689,24,3,1,1,12
4690,24,3,2,2,12
4691,24,3,3,1,12
4692,24,1,0,1,13
4693,24,1,1,2,13
4694,24,1,2,2,13
4695,24,1,3,2,13
4696,24,1,0,2,14
4697,24,1,1,2,14
4698,24,1,2,2,14
4699,24,1,3,2,14
4700,24,1,0,2,15
4701,24,1,1,2,15
4702,24,1,2,2,15
4703,24,1,3,2,15
4704,24,1,0,2,16
4705,24,1,1,2,16
4706,24,1,2,2,16
4707,24,1,3,2,16
4708,24,1,0,2,17
4709,24,1,1,2,17
4710,24,1,2,2,17
4711,24,1,3,2,17
4712,24,1,0,2,18
4713,24,1,1,2,18
4714,24,1,2,2,18
4715,24,1,3,2,18
4716,24,1,0,2,19
4717,24,1,1,2,19
4718,24,1,2,2,19
4719,24,1,3,2,19
4720,24,1,0,1,20
4721,24,1,1,1,20
4722,24,1,2,2,20
4723,24,1,3,2,20
4724,24,1,0,1,21
4725,24,1,1,1,21
4726,24,1,2,2,21
4727,24,1,3,1,21
4728,24,1,0,1,22
4729,24,1,1,1,22
4730,24,1,2,1,22
4731,24,1,3,1,22
4732,24,1,0,0,23
4733,24,1,1,1,23
4734,24,1,2,1,23
4735,24,1,3,1,23
4736,24,1,0,0,5
4737,24,1,1,0,5
4738,24,1,2,0,5
4739,24,1,3,0,5
4740,24,1,0,0,6
4741,24,1,1,0,6
4742,24,1,2,0,6
4743,24,1,3,0,6
4744,24,1,0,1,7
4745,24,1,1,1,7
4746,24,1,2,1,7
4747,24,1,3,1,7
4748,24,1,0,1,8
4749,24,1,1,1,8
4750,24,1,2,2,8
4751,24,1,3,2,8
4752,24,1,0,2,9
4753,24,1,1,2,9
4754,24,1,2,2,9
4755,24,1,3,2,9
4756,24,1,0,1,10
4757,24,1,1,2,10
4758,24,1,2,2,10
4759,24,1,3,2,10
4760,24,1,0,1,11
4761,24,1,1,2,11
4762,24,1,2,2,11
4763,24,1,3,2,11
4764,24,1,0,1,12
4765,24,1,1,1,12
4766,24,1,2,2,12
4767,24,1,3,2,12
4768,24,1,0,1,13
4769,24,1,1,2,13
4770,24,1,2,2,13
4771,24,1,3,2,13
4772,24,1,0,2,14
4773,24,1,1,2,14
4774,24,1,2,2,14
4775,24,1,3,2,14
4776,24,1,0,2,15
4777,24,1,1,2,15
4778,24,1,2,2,15
4779,24,1,3,2,15
4780,24,1,0,2,16
4781,24,1,1,2,16
4782,24,1,2,2,16
4783,24,1,3,2,16
4784,24,5,0,2,17
4785,24,5,1,2,17
4786,24,5,2,2,17
4787,24,5,3,2,17
4788,24,5,0,2,18
4789,24,5,1,2,18
4790,24,5,2,2,18
4791,24,5,3,2,18
4792,24,5,0,2,19
4793,24,5,1,2,19
4794,24,5,2,2,19
4795,24,5,3,2,19
4796,24,5,0,1,20
4797,24,5,1,1,20
4798,24,5,2,2,20
4799,24,5,3,2,20
4800,24,5,0,1,21
4801,24,5,1,1,21
4802,24,5,2,1,21
4803,24,5,3,1,21
4804,24,5,0,1,22
4805,24,5,1,1,22
4806,24,5,2,1,22
4807,24,5,3,1,22
4808,24,5,0,0,23
4809,24,5,1,0,23
4810,24,5,2,1,23
4811,24,5,3,1,23
4812,24,5,0,0,5
4813,24,5,1,0,5
4814,24,5,2,0,5
4815,24,5,3,0,5
4816,24,5,0,0,6
4817,24,5,1,0,6
4818,24,5,2,0,6
4819,24,5,3,0,6
4820,24,5,0,0,7
4821,24,5,1,1,7
4822,24,5,2,1,7
4823,24,5,3,1,7
4824,24,5,0,1,8
4825,24,5,1,1,8
4826,24,5,2,1,8
4827,24,5,3,1,8
4828,24,5,0,1,9
4829,24,5,1,1,9
4830,24,5,2,1,9
4831,24,5,3,1,9
4832,24,5,0,1,10
4833,24,5,1,1,10
4834,24,5,2,2,10
4835,24,5,3,1,10
4836,24,5,0,1,11
4837,24,5,1,1,11
4838,24,5,2,2,11
4839,24,5,3,1,11
4840,24,5,0,1,12
4841,24,5,1,1,12
4842,24,5,2,2,12
4843,24,5,3,2,12
4844,24,5,0,1,13
4845,24,5,1,2,13
4846,24,5,2,2,13
4847,24,5,3,2,13
4848,24,5,0,2,14
4849,24,5,1,2,14
4850,24,5,2,2,14
4851,24,5,3,2,14
4852,24,5,0,2,15
4853,24,5,1,2,15
4854,24,5,2,2,15
4855,24,5,3,2,15
4856,24,5,0,2,16
4857,24,5,1,2,16
4858,24,5,2,2,16
4859,24,5,3,2,16
4860,24,5,0,2,17
4861,24,5,1,2,17
4862,24,5,2,2,17
4863,24,5,3,2,17
4864,24,5,0,2,18
4865,24,5,1,2,18
4866,24,5,2,2,18
4867,24,5,3,2,18
4868,24,5,0,2,19
4869,24,5,1,2,19
4870,24,5,2,2,19
4871,24,5,3,2,19
4872,24,5,0,2,20
4873,24,5,1,2,20
4874,24,5,2,2,20
4875,24,5,3,2,20
4876,24,6,0,1,21
4877,24,6,1,2,21
4878,24,6,2,2,21
4879,24,6,3,2,21
4880,24,6,0,1,22
4881,24,6,1,1,22
4882,24,6,2,2,22
4883,24,6,3,2,22
4884,24,6,0,1,23
4885,24,6,1,1,23
4886,24,6,2,1,23
4887,24,6,3,1,23
4888,24,6,0,0,5
4889,24,6,1,0,5
4890,24,6,2,0,5
4891,24,6,3,0,5
4892,24,6,0,0,6
4893,24,6,1,0,6
4894,24,6,2,0,6
4895,24,6,3,0,6
4896,24,6,0,0,7
4897,24,6,1,0,7
4898,24,6,2,0,7
4899,24,6,3,0,7
4900,24,6,0,0,8
4901,24,6,1,0,8
4902,24,6,2,0,8
4903,24,6,3,0,8
4904,24,6,0,0,9
4905,24,6,1,0,9
4906,24,6,2,0,9
4907,24,6,3,0,9
4908,24,6,0,0,10
4909,24,6,1,0,10
4910,24,6,2,0,10
4911,24,6,3,0,10
4912,24,6,0,0,11
4913,24,6,1,0,11
4914,24,6,2,0,11
4915,24,6,3,0,11
4916,24,6,0,0,12
4917,24,6,1,0,12
4918,24,6,2,1,12
4919,24,6,3,1,12
4920,24,6,0,1,13
4921,24,6,1,1,13
4922,24,6,2,1,13
4923,24,6,3,1,13
4924,24,6,0,1,14
4925,24,6,1,1,14
4926,24,6,2,1,14
4927,24,6,3,1,14
4928,24,6,0,1,15
4929,24,6,1,1,15
4930,24,6,2,1,15
4931,24,6,3,1,15
4932,24,6,0,1,16
4933,24,6,1,1,16
4934,24,6,2,1,16
4935,24,6,3,1,16
4936,24,6,0,1,17
4937,24,6,1,1,17
4938,24,6,2,2,17
4939,24,6,3,1,17
4940,24,6,0,1,18
4941,24,6,1,1,18
4942,24,6,2,2,18
4943,24,6,3,1,18
4944,24,6,0,1,19
4945,24,6,1,1,19
4946,24,6,2,2,19
4947,24,6,3,1,19
4948,24,6,0,1,20
4949,24,6,1,1,20
4950,24,6,2,2,20
4951,24,6,3,1,20
4952,24,6,0,1,21
4953,24,6,1,1,21
4954,24,6,2,1,21
4955,24,6,3,1,21
4956,24,6,0,1,22
4957,24,6,1,1,22
4958,24,6,2,1,22
4959,24,6,3,1,22
4960,24,6,0,0,23
4961,24,6,1,0,23
4962,24,6,2,1,23
4963,24,6,3,1,23
4964,24,6,0,0,5
4965,24,6,1,0,5
4966,24,6,2,0,5
4967,24,6,3,0,5
4968,24,4,0,0,6
4969,24,4,1,0,6
4970,24,4,2,0,6
4971,24,4,3,0,6
4972,24,4,0,0,7
4973,24,4,1,0,7
4974,24,4,2,1,7
4975,24,4,3,0,7
4976,24,4,0,0,8
4977,24,4,1,1,8
4978,24,4,2,1,8
4979,24,4,3,1,8
4980,24,4,0,1,9
4981,24,4,1,1,9
4982,24,4,2,1,9
4983,24,4,3,1,9
4984,24,4,0,1,10
4985,24,4,1,1,10
4986,24,4,2,1,10
4987,24,4,3,1,10
4988,24,4,0,1,11
4989,24,4,1,1,11
4990,24,4,2,1,11
4991,24,4,3,1,11
4992,24,4,0,1,12
4993,24,4,1,1,12
4994,24,4,2,1,12
4995,24,4,3,1,12
4996,24,4,0,1,13
4997,24,4,1,1,13
4998,24,4,2,2,13
4999,24,4,3,1,13
5000,24,4,0,1,14
5001,24,4,1,2,14
5002,24,4,2,2,14
5003,24,4,3,2,14
5004,24,4,0,2,15
5005,24,4,1,2,15
5006,24,4,2,2,15
5007,24,4,3,2,15
5008,24,4,0,2,16
5009,24,4,1,2,16
5010,24,4,2,2,16
5011,24,4,3,2,16
5012,24,4,0,2,17
5013,24,4,1,2,17
5014,24,4,2,2,17
5015,24,4,3,2,17
5016,24,4,0,1,18
5017,24,4,1,2,18
5018,24,4,2,2,18
5019,24,4,3,2,18
5020,24,4,0,1,19
5021,24,4,1,1,19
5022,24,4,2,2,19
5023,24,4,3,2,19
5024,24,4,0,1,20
5025,24,4,1,1,20
5026,24,4,2,2,20
5027,24,4,3,1,20
5028,24,4,0,1,21
5029,24,4,1,1,21
5030,24,4,2,1,21
5031,24,4,3,1,21
5032,24,4,0,1,22
5033,24,4,1,1,22
5034,24,4,2,1,22
5035,24,4,3,1,22
5036,24,4,0,0,23
5037,24,4,1,0,23
5038,24,4,2,1,23
5039,24,4,3,0,23
5040,25,2,0,0,4
5041,25,2,1,0,4
5042,25,2,2,0,4
5043,25,2,3,0,4
5044,25,2,0,0,5
5045,25,2,1,0,5
5046,25,2,2,0,5
5047,25,2,3,0,5
5048,25,2,0,0,6
5049,25,2,1,0,6
5050,25,2,2,0,6
5051,25,2,3,0,6
5052,25,2,0,0,7
5053,25,2,1,0,7
5054,25,2,2,0,7
5055,25,2,3,0,7
5056,25,2,0,1,8
5057,25,2,1,1,8
5058,25,2,2,1,8
5059,25,2,3,1,8
5060,25,2,0,1,9
5061,25,2,1,1,9
5062,25,2,2,2,9
5063,25,2,3,2,9
5064,25,2,0,2,10
5065,25,2,1,2,10
5066,25,2,2,2,10
5067,25,2,3,2,10
5068,25,2,0,2,11
5069,25,2,1,2,11
5070,25,2,2,2,11
5071,25,2,3,2,11
5072,25,2,0,2,12
5073,25,2,1,2,12
5074,25,2,2,2,12
5075,25,2,3,2,12
5076,25,2,0,2,13
5077,25,2,1,2,13
5078,25,2,2,2,13
5079,25,2,3,2,13
5080,25,2,0,2,14
5081,25,2,1,2,14
5082,25,2,2,2,14
5083,25,2,3,2,14
5084,25,2,0,2,15
5085,25,2,1,2,15
5086,25,2,2,2,15
5087,25,2,3,2,15
5088,25,2,0,2,16
5089,25,2,1,2,16
5090,25,2,2,2,16
5091,25,2,3,2,16
5092,25,2,0,2,17
5093,25,2,1,2,17
5094,25,2,2,2,17
5095,25,2,3,2,17
5096,25,2,0,2,18
5097,25,2,1,2,18
5098,25,2,2,2,18
5099,25,2,3,2,18
5100,25,2,0,1,19
5101,25,2,1,1,19
5102,25,2,2,2,19
5103,25,2,3,2,19
5104,25,2,0,1,20
5105,25,2,1,1,20
5106,25,2,2,1,20
5107,25,2,3,1,20
5108,25,2,0,1,21
5109,25,2,1,1,21
5110,25,2,2,1,21
5111,25,2,3,1,21
5112,25,2,0,0,22
5113,25,2,1,0,22
5114,25,2,2,1,22
5115,25,2,3,0,22
5116,25,2,0,0,23
5117,25,2,1,0,23
5118,25,2,2,0,23
5119,25,2,3,0,23
5120,25,2,0,0,0
5121,25,2,1,0,0
5122,25,2,2,0,0
5123,25,2,3,0,0
5124,25,2,0,0,1
5125,25,2,1,0,1
5126,25,2,2,0,1
5127,25,2,3,0,1
5128,25,2,0,0,2
5129,25,2,1,0,2
5130,25,2,2,0,2
5131,25,2,3,0,2
5132,25,3,0,0,3
5133,25,3,1,0,3
5134,25,3,2,0,3
5135,25,3,3,0,3
5136,25,3,0,0,4
5137,25,3,1,0,4
5138,25,3,2,0,4
5139,25,3,3,0,4
5140,25,3,0,0,5
5141,25,3,1,0,5
5142,25,3,2,0,5
5143,25,3,3,0,5
5144,25,3,0,0,6
5145,25,3,1,0,6
5146,25,3,2,0,6
5147,25,3,3,0,6
5148,25,3,0,0,7
5149,25,3,1,0,7
5150,25,3,2,0,7
5151,25,3,3,0,7
5152,25,3,0,1,8
5153,25,3,1,1,8
5154,25,3,2,1,8
5155,25,3,3,1,8
5156,25,3,0,1,9
5157,25,3,1,1,9
5158,25,3,2,2,9
5159,25,3,3,2,9
5160,25,3,0,2,10
5161,25,3,1,2,10
5162,25,3,2,2,10
5163,25,3,3,2,10
5164,25,3,0,2,11
5165,25,3,1,2,11
5166,25,3,2,2,11
5167,25,3,3,2,11
5168,25,3,0,2,12
5169,25,3,1,2,12
5170,25,3,2,2,12
5171,25,3,3,2,12
5172,25,3,0,2,13
5173,25,3,1,2,13
5174,25,3,2,2,13
5175,25,3,3,2,13
5176,25,3,0,2,14
5177,25,3,1,2,14
5178,25,3,2,2,14
5179,25,3,3,2,14
5180,25,3,0,2,15
5181,25,3,1,2,15
5182,25,3,2,2,15
5183,25,3,3,2,15
5184,25,3,0,2,16
5185,25,3,1,2,16
5186,25,3,2,2,16
5187,25,3,3,2,16
5188,25,3,0,2,17
5189,25,3,1,2,17
5190,25,3,2,2,17
5191,25,3,3,2,17
5192,25,3,0,2,18
5193,25,3,1,2,18
5194,25,3,2,2,18
5195,25,3,3,2,18
5196,25,3,0,2,19
5197,25,3,1,2,19
5198,25,3,2,2,19
5199,25,3,3,2,19
5200,25,3,0,1,20
5201,25,3,1,1,20
5202,25,3,2,2,20
5203,25,3,3,2,20
5204,25,3,0,1,21
5205,25,3,1,1,21
5206,25,3,2,1,21
5207,25,3,3,1,21
5208,25,3,0,0,22
5209,25,3,1,0,22
5210,25,3,2,1,22
5211,25,3,3,1,22
5212,25,3,0,0,23
5213,25,3,1,0,23
5214,25,3,2,0,23
5215,25,3,3,0,23
5216,25,3,0,0,0
5217,25,3,1,0,0
5218,25,3,2,0,0
5219,25,3,3,0,0
5220,25,3,0,0,1
5221,25,3,1,0,1
5222,25,3,2,0,1
5223,25,3,3,0,1
5224,25,1,0,0,2
5225,25,1,1,0,2
5226,25,1,2,0,2
5227,25,1,3,0,2
5228,25,1,0,0,3
5229,25,1,1,0,3
5230,25,1,2,0,3
5231,25,1,3,0,3
5232,25,1,0,0,4
5233,25,1,1,0,4
5234,25,1,2,0,4
5235,25,1,3,0,4
5236,25,1,0,0,5
5237,25,1,1,0,5
5238,25,1,2,0,5
5239,25,1,3,0,5
5240,25,1,0,0,6
5241,25,1,1,0,6
5242,25,1,2,0,6
5243,25,1,3,0,6
5244,25,1,0,0,7
5245,25,1,1,0,7
5246,25,1,2,1,7
5247,25,1,3,0,7
5248,25,1,0,1,8
5249,25,1,1,1,8
5250,25,1,2,1,8
5251,25,1,3,1,8
5252,25,1,0,1,9
5253,25,1,1,2,9
5254,25,1,2,2,9
5255,25,1,3,2,9
5256,25,1,0,2,10
5257,25,1,1,2,10
5258,25,1,2,2,10
5259,25,1,3,2,10
5260,25,1,0,2,11
5261,25,1,1,2,11
5262,25,1,2,2,11
5263,25,1,3,2,11
5264,25,1,0,2,12
5265,25,1,1,2,12
5266,25,1,2,2,12
5267,25,1,3,2,12
5268,25,1,0,2,13
5269,25,1,1,2,13
5270,25,1,2,2,13
5271,25,1,3,2,13
5272,25,1,0,2,14
5273,25,1,1,2,14
5274,25,1,2,2,14
5275,25,1,3,2,14
5276,25,1,0,2,15
5277,25,1,1,2,15
5278,25,1,2,2,15
5279,25,1,3,2,15
5280,25,1,0,2,16
5281,25,1,1,2,16
5282,25,1,2,2,16
5283,25,1,3,2,16
5284,25,1,0,2,17
5285,25,1,1,2,17
5286,25,1,2,2,17
5287,25,1,3,2,17
5288,25,1,0,2,18
5289,25,1,1,2,18
5290,25,1,2,2,18
5291,25,1,3,2,18
5292,25,1,0,2,19
5293,25,1,1,2,19
5294,25,1,2,2,19
5295,25,1,3,2,19
5296,25,1,0,1,20
5297,25,1,1,1,20
5298,25,1,2,2,20
5299,25,1,3,2,20
5300,25,1,0,1,21
5301,25,1,1,1,21
5302,25,1,2,2,21
5303,25,1,3,1,21
5304,25,1,0,1,22
5305,25,1,1,1,22
5306,25,1,2,1,22
5307,25,1,3,1,22
5308,25,1,0,0,23
5309,25,1,1,1,23
5310,25,1,2,1,23
5311,25,1,3,1,23
5312,25,1,0,0,0
5313,25,1,1,0,0
5314,25,1,2,0,0
5315,25,1,3,0,0
5316,25,5,0,0,1
5317,25,5,1,0,1
5318,25,5,2,0,1
5319,25,5,3,0,1
5320,25,5,0,0,2
5321,25,5,1,0,2
5322,25,5,2,0,2
5323,25,5,3,0,2
5324,25,5,0,0,3
5325,25,5,1,0,3
5326,25,5,2,0,3
5327,25,5,3,0,3
5328,25,5,0,0,4
5329,25,5,1,0,4
5330,25,5,2,0,4
5331,25,5,3,0,4
5332,25,5,0,0,5
5333,25,5,1,0,5
5334,25,5,2,0,5
5335,25,5,3,0,5
5336,25,5,0,0,6
5337,25,5,1,0,6
5338,25,5,2,0,6
5339,25,5,3,0,6
5340,25,5,0,0,7
5341,25,5,1,0,7
5342,25,5,2,1,7
5343,25,5,3,0,7
5344,25,5,0,1,8
5345,25,5,1,1,8
5346,25,5,2,1,8
5347,25,5,3,1,8
5348,25,5,0,1,9
5349,25,5,1,2,9
5350,25,5,2,2,9
5351,25,5,3,2,9
5352,25,5,0,2,10
5353,25,5,1,2,10
5354,25,5,2,2,10
5355,25,5,3,2,10
5356,25,5,0,2,11
5357,25,5,1,2,11
5358,25,5,2,2,11
5359,25,5,3,2,11
5360,25,5,0,2,12
5361,25,5,1,2,12
5362,25,5,2,2,12
5363,25,5,3,2,12
5364,25,5,0,2,13
5365,25,5,1,2,13
5366,25,5,2,2,13
5367,25,5,3,2,13
5368,25,5,0,2,14
5369,25,5,1,2,14
5370,25,5,2,2,14
5371,25,5,3,2,14
5372,25,5,0,2,15
5373,25,5,1,2,15
5374,25,5,2,2,15
5375,25,5,3,2,15
5376,25,5,0,2,16
5377,25,5,1,2,16
5378,25,5,2,2,16
5379,25,5,3,2,16
5380,25,5,0,2,17
5381,25,5,1,2,17
5382,25,5,2,2,17
5383,25,5,3,2,17
5384,25,5,0,2,18
5385,25,5,1,2,18
5386,25,5,2,2,18
5387,25,5,3,2,18
5388,25,5,0,1,19
5389,25,5,1,2,19
5390,25,5,2,2,19
5391,25,5,3,2,19
5392,25,5,0,1,20
5393,25,5,1,1,20
5394,25,5,2,2,20
5395,25,5,3,1,20
5396,25,5,0,1,21
5397,25,5,1,1,21
5398,25,5,2,1,21
5399,25,5,3,1,21
5400,25,5,0,0,22
5401,25,5,1,1,22
5402,25,5,2,1,22
5403,25,5,3,1,22
5404,25,5,0,0,23
5405,25,5,1,0,23
5406,25,5,2,0,23
5407,25,5,3,0,23
5408,25,6,0,0,0
5409,25,6,1,0,0
5410,25,6,2,0,0
5411,25,6,3,0,0
5412,25,6,0,0,1
5413,25,6,1,0,1
5414,25,6,2,0,1
5415,25,6,3,0,1
5416,25,6,0,0,2
5417,25,6,1,0,2
5418,25,6,2,0,2
5419,25,6,3,0,2
5420,25,6,0,0,3
5421,25,6,1,0,3
5422,25,6,2,0,3
5423,25,6,3,0,3
5424,25,6,0,0,4
5425,25,6,1,0,4
5426,25,6,2,0,4
5427,25,6,3,0,4
5428,25,6,0,0,5
5429,25,6,1,0,5
5430,25,6,2,0,5
5431,25,6,3,0,5
5432,25,6,0,0,6
5433,25,6,1,0,6
5434,25,6,2,0,6
5435,25,6,3,0,6
5436,25,6,0,0,7
5437,25,6,1,0,7
5438,25,6,2,0,7
5439,25,6,3,0,7
5440,25,6,0,1,8
5441,25,6,1,1,8
5442,25,6,2,1,8
5443,25,6,3,1,8
5444,25,6,0,1,9
5445,25,6,1,1,9
5446,25,6,2,2,9
5447,25,6,3,2,9
5448,25,6,0,2,10
5449,25,6,1,2,10
5450,25,6,2,2,10
5451,25,6,3,2,10
5452,25,6,0,2,11
5453,25,6,1,2,11
5454,25,6,2,2,11
5455,25,6,3,2,11
5456,25,6,0,2,12
5457,25,6,1,2,12
5458,25,6,2,2,12
5459,25,6,3,2,12
5460,25,6,0,2,13
5461,25,6,1,2,13
5462,25,6,2,2,13
5463,25,6,3,2,13
5464,25,6,0,2,14
5465,25,6,1,2,14
5466,25,6,2,2,14
5467,25,6,3,2,14
5468,25,6,0,2,15
5469,25,6,1,2,15
5470,25,6,2,2,15
5471,25,6,3,2,15
5472,25,6,0,2,16
5473,25,6,1,2,16
5474,25,6,2,2,16
5475,25,6,3,2,16
5476,25,6,0,2,17
5477,25,6,1,2,17
5478,25,6,2,2,17
5479,25,6,3,2,17
5480,25,6,0,2,18
5481,25,6,1,2,18
5482,25,6,2,2,18
5483,25,6,3,2,18
5484,25,6,0,1,19
5485,25,6,1,2,19
5486,25,6,2,2,19
5487,25,6,3,2,19
5488,25,6,0,1,20
5489,25,6,1,1,20
5490,25,6,2,2,20
5491,25,6,3,2,20
5492,25,6,0,1,21
5493,25,6,1,1,21
5494,25,6,2,2,21
5495,25,6,3,1,21
5496,25,6,0,1,22
5497,25,6,1,1,22
5498,25,6,2,1,22
5499,25,6,3,1,22
5500,25,4,0,0,23
5501,25,4,1,1,23
5502,25,4,2,1,23
5503,25,4,3,1,23
5504,25,4,0,0,0
5505,25,4,1,0,0
5506,25,4,2,0,0
5507,25,4,3,0,0
5508,25,4,0,0,1
5509,25,4,1,0,1
5510,25,4,2,0,1
5511,25,4,3,0,1
5512,25,4,0,0,2
5513,25,4,1,0,2
5514,25,4,2,0,2
5515,25,4,3,0,2
5516,25,4,0,0,3
5517,25,4,1,0,3
5518,25,4,2,0,3
5519,25,4,3,0,3
5520,25,4,0,0,4
5521,25,4,1,0,4
5522,25,4,2,0,4
5523,25,4,3,0,4
5524,25,4,0,0,5
5525,25,4,1,0,5
5526,25,4,2,0,5
5527,25,4,3,0,5
5528,25,4,0,0,6
5529,25,4,1,0,6
5530,25,4,2,0,6
5531,25,4,3,0,6
5532,25,4,0,0,7
5533,25,4,1,0,7
5534,25,4,2,0,7
5535,25,4,3,0,7
5536,25,4,0,0,8
5537,25,4,1,0,8
5538,25,4,2,0,8
5539,25,4,3,0,8
5540,25,4,0,0,9
5541,25,4,1,0,9
5542,25,4,2,0,9
5543,25,4,3,0,9
5544,25,4,0,0,10
5545,25,4,1,0,10
5546,25,4,2,0,10
5547,25,4,3,0,10
5548,25,4,0,0,11
5549,25,4,1,0,11
5550,25,4,2,0,11
5551,25,4,3,0,11
5552,25,4,0,0,12
5553,25,4,1,0,12
5554,25,4,2,0,12
5555,25,4,3,0,12
5556,25,4,0,0,13
5557,25,4,1,0,13
5558,25,4,2,0,13
5559,25,4,3,0,13
5560,25,4,0,0,14
5561,25,4,1,0,14
5562,25,4,2,1,14
5563,25,4,3,0,14
5564,25,4,0,0,15
5565,25,4,1,1,15
5566,25,4,2,1,15
5567,25,4,3,1,15
5568,25,4,0,1,16
5569,25,4,1,1,16
5570,25,4,2,1,16
5571,25,4,3,1,16
5572,25,4,0,1,17
5573,25,4,1,1,17
5574,25,4,2,1,17
5575,25,4,3,1,17
5576,25,4,0,1,18
5577,25,4,1,1,18
5578,25,4,2,1,18
5579,25,4,3,1,18
5580,25,4,0,1,19
5581,25,4,1,1,19
5582,25,4,2,1,19
5583,25,4,3,1,19
5584,25,4,0,1,20
5585,25,4,1,1,20
5586,25,4,2,1,20
5587,25,4,3,1,20
5588,25,4,0,1,21
5589,25,4,1,1,21
5590,25,4,2,1,21
5591,25,4,3,1,21
5592,25,0,0,0,22
5593,25,0,1,0,22
5594,25,0,2,1,22
5595,25,0,3,0,22
5596,25,0,0,0,23
5597,25,0,1,0,23
5598,25,0,2,0,23
5599,25,0,3,0,23
5600,25,0,0,0,0
5601,25,0,1,0,0
5602,25,0,2,0,0
5603,25,0,3,0,0
5604,25,0,0,0,1
5605,25,0,1,0,1
5606,25,0,2,0,1
5607,25,0,3,0,1
5608,25,0,0,0,2
5609,25,0,1,0,2
5610,25,0,2,0,2
5611,25,0,3,0,2
5612,25,0,0,0,3
5613,25,0,1,0,3
5614,25,0,2,0,3
5615,25,0,3,0,3
5616,25,0,0,0,4
5617,25,0,1,0,4
5618,25,0,2,0,4
5619,25,0,3,0,4
5620,25,0,0,0,5
5621,25,0,1,0,5
5622,25,0,2,0,5
5623,25,0,3,0,5
5624,25,0,0,0,6
5625,25,0,1,0,6
5626,25,0,2,0,6
5627,25,0,3,0,6
5628,25,0,0,0,7
5629,25,0,1,0,7
5630,25,0,2,0,7
5631,25,0,3,0,7
5632,25,0,0,0,8
5633,25,0,1,0,8
5634,25,0,2,0,8
5635,25,0,3,0,8
5636,25,0,0,1,9
5637,25,0,1,1,9
5638,25,0,2,1,9
5639,25,0,3,1,9
5640,25,0,0,1,10
5641,25,0,1,1,10
5642,25,0,2,1,10
5643,25,0,3,1,10
5644,25,0,0,1,11
5645,25,0,1,1,11
5646,25,0,2,2,11
5647,25,0,3,2,11
5648,25,0,0,1,12
5649,25,0,1,2,12
5650,25,0,2,2,12
5651,25,0,3,2,12
5652,25,0,0,2,13
5653,25,0,1,2,13
5654,25,0,2,2,13
5655,25,0,3,2,13
5656,25,0,0,2,14
5657,25,0,1,2,14
5658,25,0,2,2,14
5659,25,0,3,2,14
5660,25,0,0,2,15
5661,25,0,1,2,15
5662,25,0,2,2,15
5663,25,0,3,2,15
5664,25,0,0,2,16
5665,25,0,1,2,16
5666,25,0,2,2,16
5667,25,0,3,2,16
5668,25,0,0,1,17
5669,25,0,1,2,17
5670,25,0,2,2,17
5671,25,0,3,2,17
5672,25,0,0,1,18
5673,25,0,1,1,18
5674,25,0,2,2,18
5675,25,0,3,2,18
5676,25,0,0,1,19
5677,25,0,1,1,19
5678,25,0,2,2,19
5679,25,0,3,1,19
5680,25,0,0,1,20
5681,25,0,1,1,20
5682,25,0,2,1,20
5683,25,0,3,1,20
5684,59,2,0,0,4
5685,59,2,1,0,4
5686,59,2,2,0,4
5687,59,2,3,0,4
5688,59,2,0,0,5
5689,59,2,1,0,5
5690,59,2,2,0,5
5691,59,2,3,0,5
5692,59,2,0,0,6
5693,59,2,1,0,6
5694,59,2,2,0,6
5695,59,2,3,0,6
5696,59,2,0,0,7
5697,59,2,1,0,7
5698,59,2,2,0,7
5699,59,2,3,0,7
